time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
68157652,2,16,32.1625876,34.9445106,61,0.48,113.5,135,107,161,-18,45,222,32.1625923,34.9445539
68358843,2,16,32.1625874,34.9445117,61,0.56,92.1,135,107,161,7,56,239,32.1625923,34.9445539
68579370,2,16,32.1625876,34.9445128,61,0.50,82.1,135,107,161,15,47,249,32.1625923,34.9445539
68760399,2,16,32.1625877,34.9445136,60,0.38,79.8,135,107,160,9,36,252,32.1625923,34.9445539
68961128,2,16,32.1625878,34.9445143,60,0.34,73.5,135,107,160,14,31,254,32.1625923,34.9445539
69162183,2,16,32.1625880,34.9445147,59,0.24,60.8,135,107,160,18,15,264,32.1625923,34.9445539
69384312,2,16,32.1625880,34.9445148,59,0.01,60.8,135,106,160,1,0,237,32.1625923,34.9445539
69548187,2,16,32.1625880,34.9445148,59,0.01,60.8,135,106,160,1,0,237,32.1625923,34.9445539
69605139,2,16,32.1625879,34.9445144,58,0.16,60.8,135,106,160,3,-16,217,32.1625923,34.9445539
69766117,2,16,32.1625878,34.9445139,58,0.10,60.8,135,106,160,2,-10,216,32.1625923,34.9445539
69967630,2,16,32.1625878,34.9445137,57,0.09,60.8,135,106,160,-5,-7,211,32.1625923,34.9445539
70168675,2,16,32.1625874,34.9445134,57,0.28,148.4,135,106,160,-26,-9,205,32.1625923,34.9445539
70370549,2,16,32.1625869,34.9445132,57,0.10,148.4,135,106,160,0,10,205,32.1625923,34.9445539
70611023,2,16,32.1625870,34.9445133,56,0.08,148.4,135,105,160,7,-2,179,32.1625923,34.9445539
70772341,2,16,32.1625873,34.9445135,56,0.27,86.9,135,105,160,24,12,203,32.1625923,34.9445539
70974001,2,16,32.1625875,34.9445138,55,0.37,69.6,135,105,159,19,31,198,32.1625923,34.9445539
71155371,2,16,32.1625879,34.9445146,55,0.51,67.9,135,105,159,20,47,167,32.1625923,34.9445539
71356240,2,16,32.1625882,34.9445158,55,0.71,76.7,135,104,159,10,70,147,32.1625923,34.9445539
71577789,2,16,32.1625882,34.9445177,54,1.09,94.4,135,104,158,-22,107,153,32.1625923,34.9445539
71673097,2,16,32.1625882,34.9445177,54,1.09,94.4,135,104,158,-22,107,153,32.1625923,34.9445539
71798683,2,16,32.1625874,34.9445202,54,1.55,111.9,135,104,158,-76,135,156,32.1625923,34.9445539
71960093,2,16,32.1625859,34.9445231,54,1.74,116.6,135,104,158,-88,149,156,32.1625923,34.9445539
72181188,2,16,32.1625843,34.9445264,53,1.91,118.5,135,103,158,-96,165,154,32.1625923,34.9445539
72382294,2,16,32.1625827,34.9445297,53,1.75,119.1,135,103,157,-87,152,125,32.1625923,34.9445539
72623786,2,16,32.1625810,34.9445326,53,1.60,122.6,135,103,157,-98,127,79,32.1625923,34.9445539
72784673,2,16,32.1625796,34.9445355,53,1.67,119.5,135,103,157,-74,150,70,32.1625923,34.9445539
72965804,2,16,32.1625783,34.9445385,52,1.47,122.0,135,103,157,-85,120,85,32.1625923,34.9445539
73186989,2,16,32.1625770,34.9445408,52,1.12,125.3,135,103,157,-74,83,115,32.1625923,34.9445539
73367544,2,15,32.1625760,34.9445425,52,0.85,119.9,140,103,157,-29,79,113,32.1625923,34.9445539
73608861,2,15,32.1625757,34.9445434,52,0.10,119.9,140,103,157,-10,-1,120,32.1625923,34.9445539
73769811,2,16,32.1625753,34.9445430,52,0.31,143.2,140,103,157,-18,-25,105,32.1625923,34.9445539
73798989,2,16,32.1625753,34.9445430,52,0.31,143.2,140,103,157,-18,-25,105,32.1625923,34.9445539
73971184,2,16,32.1625750,34.9445426,51,0.29,187.8,135,103,157,-20,-21,91,32.1625923,34.9445539
74172797,2,16,32.1625752,34.9445424,51,0.27,187.8,135,103,157,27,-7,80,32.1625923,34.9445539
74374594,2,16,32.1625758,34.9445421,51,0.42,261.4,135,103,157,39,-15,100,32.1625923,34.9445539
74616418,2,15,32.1625767,34.9445420,51,0.54,332.8,140,103,158,54,0,104,32.1625923,34.9445539
74777708,2,16,32.1625774,34.9445417,51,0.31,332.8,140,103,158,24,-20,62,32.1625923,34.9445539
74978983,2,16,32.1625780,34.9445413,51,0.34,334.1,140,103,158,31,-12,26,32.1625923,34.9445539
75180015,2,16,32.1625785,34.9445412,51,0.14,334.1,135,103,158,13,-4,36,32.1625923,34.9445539
75381230,2,16,32.1625789,34.9445411,51,0.23,334.1,135,103,157,20,-10,36,32.1625923,34.9445539
75623207,2,16,32.1625792,34.9445409,51,0.18,334.1,135,102,157,-5,-18,25,32.1625923,34.9445539
75784257,2,16,32.1625794,34.9445405,50,0.28,321.5,135,102,157,15,-24,69,32.1625923,34.9445539
75922898,2,16,32.1625794,34.9445405,50,0.28,321.5,135,102,157,15,-24,69,32.1625923,34.9445539
75965334,2,16,32.1625798,34.9445398,50,0.41,300.7,135,102,157,14,-38,72,32.1625923,34.9445539
76167032,2,16,32.1625800,34.9445393,50,0.21,300.7,141,102,157,-4,-21,34,32.1625923,34.9445539
76368272,2,16,32.1625799,34.9445388,50,0.54,255.6,135,102,157,-26,-47,31,32.1625923,34.9445539
76610705,2,16,32.1625797,34.9445381,50,0.29,255.1,135,102,157,-8,-28,38,32.1625923,34.9445539
